,dist_kilometers,vendor_code
88962,9.894,97
17795,0.815,1
33010,10.034,97
63808,8.966,97
88661,0.132,97
16809,7.234,0
36402,11.64,42
53401,1.127,71
34849,5.988,97
78040,3.759,80
24812,2.365,97
375,1.682,97
7252,9.29,10
31591,4.787,97
13924,5.577,97
75269,2.185,97
3565,7.623,97
9722,5.095,31
38248,2.196,97
50242,16.028,97
66333,2.388,80
22406,3.599,64
52786,0.987,31
71886,0.032,99
27684,9.756,10
16006,5.042,0
28337,8.671,97
48225,7.605,66
59465,5.153,80
36570,4.336,71
59596,0.367,0
72353,1.91,1
20030,11.477,97
82295,4.539,97
81648,3.978,97
9087,7.01,71
9215,2.364,80
30622,2.687,115
15532,11.509,21
10317,8.499,0
29277,4.994,80
64174,2.014,97
16691,10.617,97
52673,15.728,71
64731,8.809,97
15404,3.089,10
62595,11.312,79
73781,7.106,80
47533,8.134,71
76580,5.976,43
78942,4.542,97
31894,0.647,80
20478,11.631,0
74606,7.723,97
15418,3.896,97
89967,5.787,39
1261,0.328,105
11271,3.167,71
77076,16.092,71
3147,3.321,97
71058,15.434,61
57849,14.435,0
63622,2.363,97
39533,3.052,43
51756,7.004,97
68555,11.439,0
70716,0.066,81
71317,3.536,97
57926,9.47,97
21352,3.588,71
83858,1.787,64
21265,5.65,47
64305,1.778,42
69150,0.023,10
61853,11.046,0
34036,0.074,71
69919,4.729,64
62485,0.136,97
684,3.639,97
43101,5.18,97
62162,3.047,80
81734,0.252,97
59956,7.187,75
35552,5.77,79
11388,7.998,71
74039,1.764,0
24234,0.092,8
36791,17.807,71
56384,6.06,97
23141,10.795,71
39136,5.394,97
4636,14.179,97
28842,8.341,97
14350,10.969,97
27506,13.377,79
73576,3.549,80
49699,3.832,71
58713,0.025,22
48949,4.261,71
71734,5.23,97
81504,2.346,64
88124,1.184,64
63669,1.487,97
14247,5.335,80
5437,12.038,71
33988,1.838,97
85277,0.939,97
65557,4.134,97
83244,14.769,71
67186,2.601,66
74504,18.098,134
36438,0.263,97
28416,6.879,80
49680,6.757,71
5720,2.672,71
36406,7.063,97
64848,3.517,97
59744,4.957,81
76750,4.064,30
4835,1.353,71
37089,5.069,80
73685,4.986,97
15544,8.342,9
43470,2.833,97
79439,12.696,97
67850,0.71,71
29701,5.112,81
84664,2.531,97
39671,1.728,71
44377,0.028,84
42028,7.08,20
60547,0.315,80
81226,15.767,97
82584,4.38,97
66877,2.079,97
749,9.257,97
47868,4.558,97
86779,8.164,80
79196,6.018,97
85607,6.068,71
21318,1.438,97
78429,4.128,80
26632,3.641,71
50425,4.746,97
53746,5.378,71
2048,16.496,0
51784,5.833,71
15690,0.156,97
17809,0.097,97
90118,7.433,67
74441,4.43,97
38853,7.391,97
42468,1.282,66
35858,7.899,71
3581,13.089,10
61259,4.924,0
72002,14.288,97
39605,13.227,71
31220,4.588,66
5740,1.568,97
57129,10.241,0
89741,4.863,80
32921,4.965,64
48189,9.471,43
57606,2.645,117
85994,2.046,80
87578,7.501,80
8166,2.614,71
8090,7.768,31
54585,6.979,97
67353,2.708,71
21851,13.433,75
86067,1.927,64
45834,2.188,10
47015,2.166,97
26900,18.493,81
15042,4.648,71
72284,0.159,72
56606,0.164,97
57051,9.859,97
71005,0.645,80
51469,1.016,0
50517,7.499,0
79559,4.934,97
58302,3.784,39
2186,2.94,71
7986,9.05,97
32640,8.366,97
76666,2.178,80
1387,2.084,80
41487,8.515,0
51393,3.597,97
15114,8.761,0
42575,4.511,97
49867,10.256,80
14361,14.996,97
90263,3.971,0
14484,1.87,80
80222,0.032,10
62967,0.047,105
44363,0.344,97
39769,0.063,108
64061,14.205,97
84325,5.109,97
20108,1.566,97
83287,13.35,71
50066,4.528,97
89097,0.69,0
17363,10.071,0
5027,5.092,71
26735,4.367,97
42099,3.347,97
85686,1.027,97
84631,0.054,97
82214,6.73,80
25261,1.157,97
82101,9.561,0
59337,2.731,134
26480,1.576,97
43509,7.65,97
5786,2.436,0
51387,10.465,0
9692,0.84,97
39377,0.034,97
21126,3.84,71
51162,5.605,71
55278,5.364,71
30271,0.873,97
75776,0.03,120
53906,5.971,97
68235,0.651,97
2332,0.557,39
19649,17.51,97
34766,8.87,97
65287,8.347,71
595,3.88,81
81720,6.308,64
23771,2.896,97
24605,4.778,97
42593,0.062,10
66164,2.327,97
64688,11.835,66
41095,1.539,80
54099,4.589,64
6830,2.933,97
24339,4.76,97
85482,6.845,97
13970,4.247,79
87285,7.5,0
3411,7.523,71
41253,9.096,0
31575,10.434,0
18014,4.465,97
12449,2.994,64
15112,2.869,71
43352,8.195,97
43544,0.021,39
46961,0.034,71
47469,5.725,97
25139,1.879,71
20176,5.279,39
8415,7.077,0
12275,1.608,81
61803,3.386,97
38403,6.496,80
16134,8.772,38
61660,6.567,0
22217,0.811,81
34202,2.702,97
20906,8.927,0
74427,4.739,97
61100,0.829,97
74703,0.286,134
12190,4.738,97
5489,3.365,0
4775,5.529,20
41694,6.752,97
48127,0.11,80
2559,5.741,0
67336,16.005,80
13688,0.069,51
52439,0.078,71
14728,7.096,71
75667,2.229,80
82757,1.41,0
73586,0.834,71
26841,12.893,97
49744,2.444,80
14292,4.899,97
75022,1.651,97
40040,4.219,97
87911,11.256,0
62182,6.24,71
55736,10.628,97
72911,6.942,71
1175,7.331,97
29044,3.655,80
85378,2.858,9
15500,9.411,40
50325,8.497,0
12133,0.321,66
48380,1.225,97
88837,9.747,10
49736,7.287,40
21314,1.012,97
63396,2.559,0
47170,3.503,0
70128,2.465,0
89711,11.633,97
68847,13.582,0
55141,5.613,72
82007,2.406,80
31803,4.026,97
72028,2.415,97
63839,8.448,19
87750,1.444,97
16418,2.479,80
4889,4.039,97
51567,9.969,40
35947,0.049,97
70618,1.164,97
30007,7.356,80
32958,2.004,64
63298,0.984,97
50933,11.84,71
11597,11.095,97
61150,12.883,80
71753,2.959,47
44885,4.186,134
31874,7.499,80
6979,11.353,97
44492,5.931,97
51168,11.497,10
81820,0.032,10
25231,3.788,97
86306,4.96,0
35481,1.719,81
51981,0.025,38
35567,18.249,39
66505,1.69,97
29696,2.252,81
35663,13.566,71
46345,2.797,49
1305,10.159,97
42252,0.297,80
26043,3.188,81
80868,4.583,20
46947,2.434,97
31313,11.746,0
5311,8.384,0
39854,3.372,0
6302,17.99,97
14533,1.88,10
64236,3.093,64
27985,3.429,86
25363,5.639,97
84842,3.093,97
28982,3.009,97
42105,1.392,97
28863,2.423,105
60593,6.978,0
43975,3.076,97
86050,12.726,0
32592,10.817,0
39987,4.127,71
38259,16.624,71
66947,5.735,71
34448,5.924,97
82830,3.272,79
21928,4.352,80
13982,7.381,0
63416,2.4,71
49820,3.318,97
17445,1.678,80
73047,6.307,97
38947,1.389,80
79254,9.236,0
16051,8.243,21
326,5.225,64
84298,2.471,64
63246,4.108,20
66434,9.806,97
43102,1.035,64
31351,2.611,30
61330,10.099,0
88084,11.676,97
43082,6.53,97
33253,3.485,96
13600,0.03,80
18603,5.792,81
51330,2.466,17
57020,15.274,0
44012,0.694,0
11894,1.38,80
21656,0.055,97
19414,8.447,75
10990,14.47,97
61466,5.5,79
20436,0.032,1
58063,3.949,0
24492,10.977,97
48434,2.409,97
33954,1.291,81
84024,14.24,0
61913,0.038,97
38910,3.555,97
28812,5.326,97
28513,3.512,48
90179,4.505,80
538,0.51,97
71299,15.592,79
85208,4.659,97
61832,0.034,10
28168,4.593,71
70189,0.048,39
51219,1.361,71
38801,0.021,97
68978,7.981,71
57797,6.345,81
78956,4.09,97
35953,5.032,97
30020,2.954,97
1943,1.875,97
54866,8.495,0
70446,13.507,71
80689,1.065,80
65744,3.711,66
31646,17.969,0
86272,5.59,0
36503,6.055,30
72319,3.318,81
88933,3.842,97
72100,4.484,97
36478,8.722,71
16841,6.48,0
35356,5.162,97
40378,5.439,81
12691,4.443,105
26065,0.083,77
44084,5.287,97
63250,15.723,71
1257,7.328,97
38955,2.931,10
58222,9.137,80
56643,3.288,71
63060,9.964,93
71568,7.933,71
61650,1.274,97
84010,0.064,97
61286,10.049,10
29811,7.222,97
83341,11.444,66
23960,1.889,97
12632,14.529,20
67432,2.68,97
84939,3.245,64
47613,7.182,97
55274,4.418,47
35433,13.477,81
68134,5.552,0
65936,7.981,66
51769,4.229,30
56408,5.319,47
75814,1.365,97
43260,0.467,0
55319,0.227,1
21362,3.532,97
10029,18.516,0
29532,16.705,80
18280,10.683,71
36693,11.285,97
24996,1.701,97
58702,1.487,0
20881,4.001,97
80030,1.199,80
1635,18.312,108
26701,2.016,80
9145,1.222,80
38754,3.859,97
34939,7.925,97
73062,4.161,0
38288,8.669,71
71641,7.745,0
4652,5.939,0
76472,11.547,0
74306,3.849,71
66479,0.958,67
1337,1.308,66
903,12.294,0
88989,3.504,97
11948,10.45,80
51461,2.452,10
13261,4.114,58
76599,0.636,97
37943,10.024,81
30752,0.663,81
73864,1.932,71
14794,8.551,97
33315,2.501,71
780,2.112,97
27167,2.361,71
9957,13.947,88
40669,3.176,10
10852,2.98,97
12183,5.641,80
6933,5.687,71
51854,9.046,64
78933,5.095,97
76945,3.425,97
65838,3.631,0
14115,3.397,97
72018,2.2,10
20282,5.428,71
53237,2.861,97
70385,2.474,80
63019,18.25,81
4323,11.511,0
80132,4.203,97
72257,3.63,97
27582,1.954,97
85143,7.124,81
43691,0.032,71
62567,12.443,71
82157,7.574,0
80445,3.054,0
81076,2.869,80
52121,5.319,97
52512,4.68,71
75251,2.027,71
534,8.84,39
60076,6.372,72
74622,1.484,64
26659,0.046,97
76124,0.202,92
46116,7.985,97
16466,8.48,97
9354,6.376,97
59415,10.289,97
15016,4.656,97
51880,6.473,64
38461,2.927,80
6699,6.581,10
68813,0.943,80
62005,5.955,0
46837,0.138,39
78022,0.676,80
21544,2.875,97
15489,5.06,80
83978,10.743,0
68314,3.667,0
78109,1.62,97
65865,1.481,97
3673,2.77,64
14679,15.69,42
28894,3.983,97
19170,0.506,97
64574,4.088,97
70171,1.282,64
2001,6.926,39
33210,16.464,86
24981,5.283,97
22712,7.441,97
63414,2.713,43
12163,6.089,97
15456,4.836,80
74269,0.227,73
10338,1.448,97
41528,6.326,80
74575,12.568,0
13042,4.425,10
13638,3.493,97
54025,2.69,64
32882,14.119,97
22631,2.634,97
55626,2.288,80
24248,2.792,97
23708,4.505,97
28147,5.224,13
3548,16.065,97
85673,0.137,97
45501,0.649,134
69653,18.141,43
24259,1.525,71
29669,3.067,97
38965,5.648,9
66403,6.088,97
63257,11.552,71
69872,9.285,80
70920,6.678,0
58585,1.614,66
68291,2.005,134
42970,0.054,30
87431,5.153,97
39995,0.074,38
45581,6.033,97
3528,1.84,64
78672,6.605,80
50934,7.451,81
76327,9.97,71
45300,7.945,0
34174,3.291,64
34699,0.961,97
64696,2.07,0
85487,3.95,97
57340,5.406,71
89133,2.132,80
19588,17.98,71
79498,1.714,88
58219,6.578,0
55899,5.179,30
16272,3.199,31
70690,7.308,97
18873,3.743,80
59160,10.383,71
44738,15.061,82
66387,7.508,97
72783,6.914,64
82620,3.747,97
27363,0.035,10
42899,1.581,97
37491,0.492,97
27869,3.833,43
33475,8.729,97
4107,6.832,0
32039,4.782,97
75574,6.937,71
88905,2.909,0
35468,6.693,71
64730,6.965,0
61465,1.346,0
65072,6.783,97
80317,2.085,80
43240,4.62,97
24270,0.022,6
57155,2.083,97
7024,3.81,97
1328,10.56,80
31172,7.844,97
22652,2.404,97
32284,6.735,81
50233,5.673,71
81694,0.085,10
49438,6.249,108
64742,17.971,0
85088,7.386,39
29980,2.947,1
61686,2.037,97
10713,2.838,97
4468,2.548,97
68348,3.515,97
40629,9.094,0
19357,1.685,71
59293,2.927,71
54130,0.081,47
26811,2.923,0
52388,1.519,97
11808,2.428,97
81225,6.042,81
67582,1.316,64
21348,4.854,97
43116,3.99,64
67034,9.599,0
16453,3.928,64
27473,2.675,97
85889,1.149,38
67104,11.475,0
10659,0.039,79
42144,3.52,64
44691,1.017,81
42166,1.584,64
19624,0.049,108
6841,4.08,97
64283,18.588,71
73522,11.079,80
55101,14.204,0
53732,13.272,0
85847,2.529,97
62070,11.422,97
72010,2.683,80
82631,2.302,39
86829,9.994,17
85384,1.384,10
21592,1.47,97
58346,11.132,71
24124,13.286,97
88294,5.211,80
54559,3.045,97
23337,1.407,97
75478,5.074,97
14885,2.853,79
33385,4.212,64
65461,3.236,97
3392,0.607,79
1566,6.833,80
71325,2.678,97
15628,17.187,71
86689,6.055,97
42470,3.786,97
43521,5.961,80
44144,0.033,39
41520,2.567,97
7336,0.324,97
88300,4.543,97
68988,0.317,71
45371,2.011,97
72674,2.443,97
90273,12.569,76
30835,1.925,97
17845,8.24,0
6777,3.533,86
40487,4.404,126
11276,4.767,0
42254,2.668,97
89156,2.267,97
48372,1.446,66
46971,9.593,0
24786,3.305,97
32903,13.348,97
42385,1.577,64
86687,11.697,97
23628,5.996,86
65065,3.43,67
53788,3.386,86
33777,3.525,97
38547,3.312,97
70704,5.472,97
40446,3.347,10
45595,14.572,79
20832,3.585,97
10513,4.354,71
13695,2.76,97
71082,0.799,97
69129,2.162,97
45551,8.26,92
33072,2.783,97
78174,0.494,80
65107,6.351,97
50266,4.054,71
72398,4.349,0
63381,9.851,97
10740,0.171,79
72043,2.733,80
83591,1.504,80
16624,6.332,97
46418,5.737,81
15454,5.249,97
37152,4.799,99
14379,2.492,97
10078,10.613,97
23969,0.15,97
9530,6.758,97
45140,0.892,80
64812,8.034,97
28191,1.912,71
36671,6.177,0
56442,1.238,81
80951,1.953,81
23642,2.014,97
13459,2.116,58
79021,2.604,77
31669,3.668,0
24530,1.719,97
54316,4.2,97
4164,5.476,0
11992,5.631,21
12678,9.081,79
25418,9.266,0
81862,2.447,80
60978,2.731,71
84669,2.721,64
69663,4.764,97
55936,4.836,97
67952,2.849,0
40019,6.389,0
88449,10.18,22
16170,2.074,71
76590,2.233,64
51233,17.218,0
26214,3.713,0
12135,0.094,39
31432,1.182,81
30556,4.83,71
76219,5.545,79
33071,3.531,71
71606,2.569,80
19610,1.512,97
78111,0.022,99
73853,10.951,97
42935,9.698,64
59218,0.275,97
59071,0.724,97
24897,13.965,0
73565,0.254,97
2430,2.577,97
3394,2.64,71
61898,7.567,0
33260,10.57,97
3089,8.278,61
2930,3.688,22
15579,12.372,86
62342,5.131,71
10786,2.09,97
32614,6.698,0
20719,1.762,105
9984,2.41,0
592,3.848,97
85778,3.574,64
41096,2.995,80
40101,0.126,0
72220,3.054,80
27293,5.79,72
48060,0.052,66
79704,15.678,1
12840,7.845,108
64223,3.433,64
64251,11.008,0
52758,0.053,71
69564,1.685,66
82731,0.412,97
63760,0.163,97
89157,6.029,39
43024,3.016,10
18546,3.165,80
29537,2.469,97
84012,6.292,71
81176,0.381,97
25591,2.694,71
41026,0.024,97
81859,2.767,97
46966,1.571,97
31951,2.61,22
61258,2.738,0
14139,4.126,97
11048,13.623,117
51115,4.708,97
27690,0.274,71
36327,1.427,81
2411,3.144,0
88025,0.801,0
29053,3.75,97
18573,6.654,71
76830,8.667,97
25929,3.708,97
40117,0.758,64
23404,3.484,39
32545,0.866,66
60596,2.151,10
68009,1.584,66
55189,2.573,84
59275,4.206,71
52813,6.867,97
88507,7.012,0
37375,0.465,39
69576,3.224,123
30817,0.967,81
69856,0.023,97
69381,2.284,64
34784,0.022,97
62192,3.787,71
34671,3.172,97
61510,12.776,0
30881,4.271,97
48927,10.633,1
14502,14.697,10
73172,18.012,97
88523,5.896,0
80832,0.061,97
79867,14.505,46
88488,5.324,21
53704,0.849,71
71035,1.845,80
88875,0.803,97
8488,1.613,80
55005,5.818,97
4396,5.365,97
40261,2.852,71
49575,3.647,0
27011,11.037,0
80068,0.986,64
83556,7.083,71
3266,4.097,80
82949,8.832,97
62027,6.041,97
69829,0.649,97
37863,10.141,97
4574,1.063,97
49507,2.873,97
51579,3.025,0
46102,3.809,97
69680,4.319,64
87928,3.601,22
6010,0.332,97
56843,8.068,97
20326,1.081,97
6441,0.988,81
33027,0.023,97
45153,4.925,42
81994,2.229,80
45077,1.378,97
32857,4.611,97
28843,3.819,17
31959,4.929,97
24909,6.071,92
18809,1.486,97
75512,14.947,71
68227,2.423,71
29369,5.784,63
3577,2.549,97
43987,2.605,71
29690,4.436,71
22883,5.07,71
89284,7.764,0
74783,5.457,86
73049,2.366,97
87184,6.208,0
49848,4.2,81
84778,3.455,80
11520,3.646,39
48002,5.217,97
21224,2.87,64
87070,1.706,80
88743,2.015,47
29227,5.973,97
72644,7.502,0
32820,6.08,21
57663,17.085,81
34897,2.16,71
63479,3.584,97
30463,5.419,71
30838,0.02,97
22533,3.877,71
67487,12.457,0
86122,5.312,0
864,5.779,71
59731,10.54,71
15609,5.591,86
52531,1.657,97
48722,12.782,97
67805,2.227,80
83676,2.521,80
18890,13.353,71
62169,0.773,97
34987,7.999,80
11548,10.97,0
42068,2.26,64
36588,7.493,0
7932,0.142,21
88799,3.238,97
69292,5.941,80
17723,0.094,39
11400,1.443,97
86643,6.51,0
51710,4.906,97
80325,2.319,97
61827,0.296,80
71821,4.152,97
60283,0.048,10
81947,1.77,64
62760,0.375,66
72160,17.059,97
20955,14.463,0
31429,2.1,97
9886,10.352,79
7988,3.686,97
56284,1.794,80
60143,10.214,71
20046,1.28,97
21534,4.489,97
50352,11.373,10
3521,2.867,64
17992,6.032,97
4464,3.504,97
70198,0.06,0
9871,7.517,86
1165,7.263,81
83705,9.176,79
45469,4.195,97
65769,7.13,80
27147,7.19,97
3754,1.204,0
55514,10.787,0
61690,0.71,71
63533,3.304,43
62059,4.007,0
28661,6.33,85
28365,8.816,97
14056,2.144,79
44781,16.918,0
33576,0.254,3
37994,0.177,97
78175,1.598,80
28641,2.094,80
36890,10.599,79
18257,0.566,42
57184,2.519,66
49011,13.99,97
39820,6.941,64
42272,3.006,97
59215,6.213,97
17519,1.661,97
1634,0.66,86
89684,2.75,39
67531,1.581,0
29424,7.695,71
66874,7.41,20
17287,3.627,97
81449,5.53,71
28427,6.728,39
52016,5.988,43
9212,1.561,97
37795,7.81,71
77616,5.412,97
85193,3.665,97
63458,10.477,97
88036,11.173,0
75475,6.365,97
12072,0.629,97
70836,6.537,97
52483,10.877,66
4377,1.525,52
62596,6.576,0
51592,3.406,71
913,8.427,71
61017,1.616,71
79527,0.225,73
51917,12.904,30
62920,7.519,71
80463,0.47,97
71665,7.277,19
16457,3.807,79
4450,0.326,97
88610,1.323,97
4205,0.654,71
75130,6.158,97
51209,7.908,80
31625,0.604,66
56865,4.571,80
64587,0.129,97
26490,10.104,97
16530,15.847,66
66707,0.806,29
73599,0.023,84
811,3.223,71
71710,3.498,97
13191,6.566,71
59545,3.897,97
6389,4.631,97
56880,7.04,97
75326,8.957,97
86252,3.996,71
9084,11.841,0
75902,0.799,81
50000,1.659,105
2255,2.102,80
29482,6.345,97
57478,1.367,72
42609,4.811,97
13215,4.74,39
26440,0.025,80
85717,6.237,97
51283,0.147,72
41958,0.871,81
22003,4.717,71
5521,2.62,80
21487,5.837,80
6890,9.8,21
78348,15.265,49
66528,5.342,97
70136,5.784,0
62025,4.489,0
78950,3.231,10
10369,5.334,97
20062,6.513,71
77791,3.786,71
33715,2.134,97
28209,4.397,97
87056,13.918,81
75318,3.364,71
47572,3.006,71
18583,5.713,10
74585,0.396,39
3925,3.315,97
31508,2.364,128
13216,4.439,80
47517,6.312,43
47715,14.427,0
57114,0.047,86
2475,6.802,68
58049,2.372,72
75627,0.914,97
4142,0.942,97
52603,2.483,71
42029,13.891,20
5213,4.957,0
63302,0.039,39
87656,7.253,0
63633,2.636,39
81129,4.403,134
87012,1.553,80
45039,7.408,10
58071,1.951,71
27391,4.661,0
51208,4.95,126
39808,2.213,99
6329,0.85,97
50246,5.913,71
7063,18.227,43
19528,5.145,97
21215,9.444,97
79732,3.336,97
26542,5.858,0
36094,6.737,71
87681,2.773,97
79382,9.241,97
9972,0.026,97
28308,1.206,108
75584,9.473,0
55168,3.245,10
13621,2.421,97
77601,9.292,97
45282,3.491,97
5300,3.685,0
82143,4.04,97
40655,0.379,84
41797,8.459,97
27852,2.316,10
41851,6.226,97
17473,1.443,97
74229,7.489,0
81635,3.43,97
62167,2.154,0
35333,2.41,97
56596,6.474,97
6697,0.131,3
45013,2.699,97
20852,3.77,42
12629,2.15,83
5498,3.842,80
74444,10.045,97
64364,7.315,64
30310,5.845,80
37616,4.15,81
21335,3.634,97
468,7.324,71
82656,0.075,66
50684,14.297,0
33512,9.237,44
33114,3.818,10
79515,11.893,0
48816,8.195,0
55261,12.012,106
79412,3.02,80
9857,0.105,88
8224,1.624,80
32068,11.896,20
63853,0.054,115
63837,0.034,80
87451,1.863,71
34623,0.209,38
7230,5.92,71
5161,11.226,0
28119,7.398,79
35300,4.982,71
19473,3.211,97
84449,0.856,64
48349,0.404,66
49452,6.699,71
46400,5.547,80
52578,7.91,66
73153,4.831,97
89042,2.575,0
22978,5.617,71
82595,6.346,64
26141,10.72,0
68798,5.004,0
50115,7.168,81
40924,1.752,64
55708,5.319,71
80946,5.768,97
19547,4.57,97
32605,8.865,0
86308,4.938,97
5625,4.998,71
31303,11.471,0
12954,2.902,71
14069,5.306,71
39925,3.581,71
23996,1.869,97
65044,0.022,3
76445,6.849,0
81686,10.097,81
34068,4.525,97
37289,2.551,105
47172,11.769,71
829,4.026,97
37308,3.325,97
15745,4.031,81
78696,1.705,80
54708,3.078,64
38796,3.622,97
1756,7.432,97
87824,4.828,71
48966,1.822,64
65037,2.393,97
65767,0.4,52
49418,3.875,71
27223,2.95,81
3610,0.316,71
71650,4.143,0
26921,3.378,71
56980,13.559,0
8607,1.175,97
26143,1.927,97
74034,0.342,97
40082,3.184,38
1975,3.646,97
81737,8.894,97
27766,0.609,71
59122,2.774,97
81591,8.752,97
89898,5.514,80
63136,7.925,0
13171,14.621,97
10822,6.756,71
57362,2.488,71
88368,6.421,0
75817,6.598,97
78687,4.951,97
75775,3.761,71
12017,7.487,80
66812,3.116,0
76706,17.76,80
55436,2.225,71
78220,0.021,97
85963,4.882,97
6851,4.362,97
46785,9.549,97
4761,0.723,97
80529,0.101,48
1662,4.142,0
55955,2.587,80
14242,3.381,0
68960,13.705,97
22201,4.06,39
87727,1.851,97
12515,11.017,97
73013,2.591,81
25735,3.811,71
45012,5.944,97
87671,4.916,97
64470,1.565,0
29958,0.575,80
33657,6.0,97
47445,7.066,71
67431,5.442,97
3848,3.352,97
40270,4.079,0
10765,2.895,97
89028,4.655,71
23925,2.337,97
45523,1.376,134
55890,14.901,0
42814,3.198,97
56327,2.59,97
54784,5.624,0
38515,18.759,97
36434,3.939,71
77005,3.822,97
84950,1.361,80
14282,3.151,0
16241,12.965,81
39318,6.247,97
35520,4.796,97
17173,0.986,1
31451,1.802,97
71807,4.63,97
79647,10.401,97
33686,6.332,97
3909,7.628,97
15824,2.415,97
37709,3.675,97
20581,5.187,80
17768,5.822,66
89204,4.53,9
23799,1.137,72
2112,9.904,39
28794,0.908,80
88791,9.767,81
38566,5.96,0
14564,4.023,97
49094,10.163,81
86647,5.635,97
67889,0.718,97
21568,2.155,80
58198,1.16,97
88060,8.003,0
63620,5.689,80
74826,1.454,134
13491,0.078,71
60700,5.276,0
8626,2.115,0
55667,7.815,0
87922,7.096,0
40104,4.175,64
69436,7.644,0
88673,16.771,97
42240,2.241,97
50,5.784,71
76201,1.871,97
81458,6.266,71
30918,2.144,97
2329,1.257,97
36056,11.863,81
12468,1.763,97
54749,3.958,0
19566,0.26,80
48531,5.925,66
33773,3.299,97
72055,1.492,66
37422,16.027,0
63979,10.316,97
13282,2.643,58
55510,1.489,71
87316,8.234,0
64272,4.933,97
2076,6.376,97
83878,3.446,58
48076,3.509,97
77765,2.067,80
42413,5.269,66
38788,5.435,97
2913,8.104,0
76072,3.998,3
54373,9.859,80
61229,1.715,97
27726,3.567,71
60317,7.813,97
32467,2.157,79
30099,4.061,50
50373,5.7,10
34401,3.45,97
56113,4.982,80
75192,0.114,97
20191,0.027,97
14005,9.939,0
36414,0.097,97
79317,0.82,39
39045,1.27,97
51742,2.587,80
1584,7.523,66
79093,0.91,80
37164,0.299,97
30426,9.583,97
68544,1.373,97
86425,3.992,0
60240,10.673,39
38118,5.33,97
4467,11.716,97
88373,1.864,7
46364,2.134,97
58457,3.96,97
64642,2.104,97
4892,6.75,97
85680,4.15,31
55853,1.923,0
42794,12.491,64
34000,1.749,97
76145,14.204,71
21516,0.041,39
36045,0.021,97
24790,8.631,92
41301,1.062,97
36874,2.386,97
85598,3.31,71
87409,5.356,71
23826,1.262,97
85013,1.669,0
56630,0.362,97
25342,1.715,97
65691,7.174,0
82762,3.609,97
87618,4.267,80
79066,2.337,97
70702,7.649,71
47241,6.95,97
8064,10.73,108
28108,4.292,71
12863,4.643,0
40156,3.481,97
66260,2.407,1
59405,3.076,64
87391,4.526,80
42627,12.895,97
29267,4.465,80
76560,6.933,97
72223,7.838,80
73957,8.485,97
81122,0.079,58
3379,0.349,71
54887,1.394,97
83417,2.465,80
77444,1.42,108
11502,5.095,97
42987,2.534,3
40271,7.125,66
80819,1.726,81
26972,15.091,81
31721,5.206,97
23378,13.215,79
21429,1.551,97
44788,6.677,80
30232,2.478,80
43474,2.76,97
50203,0.093,88
40134,8.817,64
88896,7.052,81
4732,1.226,97
53891,7.979,0
19272,5.819,97
74505,6.971,49
20609,3.534,97
59472,2.555,97
19430,2.918,97
62592,17.856,0
9149,6.351,0
2861,9.524,97
640,9.589,97
65807,12.335,39
5651,9.302,0
27289,8.257,97
74897,8.048,71
82662,3.227,97
20261,4.331,97
43215,6.346,2
58094,5.528,71
4069,10.858,71
68307,1.366,97
43957,11.096,71
71264,1.34,97
31268,4.505,10
35355,8.354,71
53947,2.674,97
38402,1.506,97
33013,11.755,97
25826,5.489,97
839,1.789,71
78733,2.354,126
54463,0.886,81
35423,5.745,81
31436,4.239,80
46620,7.354,97
5297,6.815,71
74649,4.368,97
84124,10.307,97
63218,4.425,39
7876,13.109,0
58050,4.62,97
44479,5.431,97
65626,7.374,115
80373,6.408,80
83992,2.64,97
78270,2.806,80
80084,12.209,97
2734,4.119,64
10008,4.273,71
63038,17.676,33
89272,4.584,0
86716,2.528,97
50709,2.489,39
76760,0.829,3
61657,8.627,79
80117,3.785,97
4765,0.042,66
15600,7.207,97
24057,2.34,64
23658,18.093,0
84382,4.119,0
78847,2.341,80
16434,2.286,97
71536,3.78,80
3410,5.615,71
5302,4.924,97
50188,2.051,97
34676,8.731,64
26872,12.891,71
19300,0.119,72
50919,8.626,71
85461,7.57,81
73897,0.526,97
23456,11.06,64
5495,6.112,0
28669,3.384,105
77519,2.599,66
